id_matricula,id_aluno,id_turma
403,375,51
404,375,36
405,375,3
406,376,209
407,376,7
408,376,229
409,376,270
410,376,178
411,376,208
412,376,168
413,376,155
414,376,33
415,377,147
416,377,265
417,377,248
418,377,161
419,377,36
420,377,133
421,377,151
422,377,45
423,378,138
424,378,16
425,378,265
426,378,181
427,378,125
428,378,189
429,378,221
430,378,89
431,378,160
432,379,149
433,379,179
434,379,8
435,379,72
436,379,140
437,379,175
438,379,139
439,379,118
440,379,181
441,379,64
442,380,96
443,380,79
444,380,101
445,380,128
446,380,6
447,380,268
448,381,91
449,381,238
450,381,295
451,381,192
452,381,265
453,381,118
454,381,288
455,381,119
456,382,219
457,382,128
458,382,31
459,382,249
460,382,98
461,382,144
462,383,64
463,383,258
464,383,53
465,383,241
466,383,142
467,383,244
468,383,254
469,384,130
470,384,226
471,384,23
472,384,249
473,384,295
474,384,167
475,384,274
476,384,220
477,384,235
478,385,297
479,385,108
480,385,64
481,385,120
482,385,62
483,385,211
484,386,143
485,386,224
486,386,11
487,386,47
488,386,20
489,386,269
490,386,4
491,386,82
492,386,177
493,387,246
494,387,259
495,387,181
496,387,7
497,387,220
498,387,232
499,387,118
500,387,296
501,388,242
502,388,238
503,388,47
504,388,270
505,388,192
506,388,109
507,388,126
508,388,77
509,389,115
510,389,183
511,389,20
512,389,75
513,389,70
514,389,39
515,389,218
516,389,123
517,389,79
518,390,23
519,390,164
520,390,97
521,390,117
522,390,189
523,390,256
524,391,239
525,391,66
526,391,94
527,391,34
528,391,145
529,391,91
530,391,218
531,391,187
532,391,107
533,391,160
534,392,295
535,392,270
536,392,90
537,392,73
538,392,243
539,392,208
540,393,216
541,393,94
542,393,144
543,393,226
544,393,90
545,393,88
546,394,114
547,394,217
548,394,163
549,394,126
550,394,107
551,394,36
552,394,178
553,394,153
554,394,151
555,395,148
556,395,93
557,395,199
558,395,274
559,395,113
560,395,239
561,395,237
562,395,293
563,395,295
564,396,219
565,396,235
566,396,89
567,396,254
568,396,212
569,396,236
570,396,215
571,396,295
572,396,124
573,396,1
574,397,153
575,397,22
576,397,35
577,397,180
578,397,132
579,397,282
580,397,265
581,397,47
582,397,165
583,398,28
584,398,111
585,398,5
586,398,296
587,398,215
588,398,150
589,398,210
590,398,281
591,398,88
592,398,161
593,399,146
594,399,61
595,399,56
596,399,222
597,399,253
598,399,164
599,399,182
600,399,149
601,400,235
602,400,154
603,400,58
604,400,36
605,400,221
606,400,284
607,401,205
608,401,48
609,401,262
610,401,186
611,401,58
612,401,279
613,401,23
614,401,219
615,402,144
616,402,297
617,402,74
618,402,285
619,402,28
620,402,53
621,402,157
622,402,170
623,403,148
624,403,62
625,403,100
626,403,204
627,403,175
628,403,225
629,403,258
630,403,31
631,403,216
632,403,89
633,404,261
634,404,162
635,404,42
636,404,48
637,404,289
638,404,299
639,405,299
640,405,204
641,405,138
642,405,2
643,405,253
644,405,251
645,405,18
646,405,126
647,405,119
648,406,288
649,406,57
650,406,214
651,406,294
652,406,201
653,406,193
654,406,191
655,406,10
656,407,174
657,407,127
658,407,244
659,407,268
660,407,158
661,407,248
662,407,113
663,407,67
664,407,171
665,408,52
666,408,195
667,408,91
668,408,66
669,408,65
670,408,191
671,408,182
672,408,169
673,408,23
674,409,154
675,409,18
676,409,227
677,409,69
678,409,250
679,409,64
680,410,197
681,410,122
682,410,171
683,410,134
684,410,198
685,410,191
686,410,8
687,411,8
688,411,256
689,411,252
690,411,126
691,411,255
692,411,53
693,411,213
694,412,211
695,412,179
696,412,256
697,412,38
698,412,196
699,412,133
700,412,188
701,412,39
702,412,77
703,412,26
704,413,215
705,413,35
706,413,234
707,413,228
708,413,300
709,413,95
710,413,28
711,413,246
712,414,162
713,414,297
714,414,170
715,414,189
716,414,127
717,414,48
718,414,147
719,414,19
720,414,105
721,414,133
722,415,145
723,415,156
724,415,274
725,415,4
726,415,29
727,415,205
728,415,290
729,416,51
730,416,163
731,416,272
732,416,146
733,416,264
734,416,222
735,416,184
736,416,72
737,416,74
738,416,251
739,417,50
740,417,38
741,417,166
742,417,164
743,417,84
744,417,98
745,417,270
746,417,217
747,417,196
748,418,258
749,418,29
750,418,6
751,418,221
752,418,153
753,418,148
754,418,266
755,418,127
756,418,252
757,419,213
758,419,35
759,419,295
760,419,256
761,419,135
762,419,196
763,419,99
764,419,102
765,419,3
766,420,143
767,420,94
768,420,8
769,420,28
770,420,177
771,420,226
772,420,37
773,420,220
774,421,135
775,421,20
776,421,162
777,421,133
778,421,69
779,421,286
780,422,12
781,422,134
782,422,117
783,422,293
784,422,123
785,422,207
786,422,111
787,422,165
788,423,244
789,423,255
790,423,51
791,423,279
792,423,196
793,423,19
794,423,65
795,423,73
796,424,211
797,424,276
798,424,43
799,424,90
800,424,198
801,424,31
802,424,252
803,424,86
804,424,192
805,425,46
806,425,102
807,425,101
808,425,35
809,425,277
810,425,218
811,426,227
812,426,288
813,426,276
814,426,170
815,426,58
816,426,31
817,426,124
818,426,213
819,427,213
820,427,293
821,427,250
822,427,235
823,427,118
824,427,169
825,428,62
826,428,286
827,428,34
828,428,254
829,428,4
830,428,46
831,428,132
832,428,294
833,428,33
834,428,74
835,429,188
836,429,174
837,429,83
838,429,41
839,429,126
840,429,200
841,429,220
842,429,100
843,430,146
844,430,119
845,430,216
846,430,37
847,430,3
848,430,206
849,430,60
850,431,130
851,431,163
852,431,75
853,431,22
854,431,133
855,431,111
856,431,147
857,432,162
858,432,108
859,432,101
860,432,22
861,432,77
862,432,17
863,432,272
864,432,46
865,432,42
866,432,166
867,433,62
868,433,177
869,433,164
870,433,38
871,433,176
872,433,173
873,433,258
874,434,151
875,434,148
876,434,129
877,434,277
878,434,133
879,434,273
880,434,144
881,434,109
882,434,135
883,434,199
884,435,207
885,435,292
886,435,101
887,435,57
888,435,254
889,435,181
890,435,156
891,435,18
892,436,160
893,436,86
894,436,169
895,436,236
896,436,125
897,436,209
898,436,216
899,436,190
900,436,207
901,437,283
902,437,96
903,437,217
904,437,92
905,437,168
906,437,200
907,437,79
908,437,156
909,437,67
910,437,262
911,438,222
912,438,104
913,438,5
914,438,36
915,438,142
916,438,59
917,438,147
918,438,146
919,438,165
920,439,101
921,439,232
922,439,287
923,439,218
924,439,44
925,439,68
926,439,137
927,440,195
928,440,233
929,440,25
930,440,31
931,440,95
932,440,105
933,440,99
934,440,8
935,440,234
936,441,213
937,441,260
938,441,259
939,441,210
940,441,130
941,441,12
942,442,84
943,442,142
944,442,126
945,442,19
946,442,157
947,442,170
948,442,141
949,442,191
950,442,123
951,443,169
952,443,127
953,443,133
954,443,140
955,443,160
956,443,239
957,444,61
958,444,27
959,444,158
960,444,154
961,444,160
962,444,131
963,445,96
964,445,5
965,445,138
966,445,64
967,445,243
968,445,100
969,445,98
970,445,83
971,445,270
972,446,111
973,446,191
974,446,226
975,446,94
976,446,117
977,446,130
978,447,287
979,447,171
980,447,73
981,447,262
982,447,213
983,447,95
984,447,14
985,447,21
986,448,234
987,448,240
988,448,272
989,448,162
990,448,235
991,448,23
992,448,88
993,448,241
994,448,287
995,448,211
996,449,28
997,449,167
998,449,22
999,449,88
1000,449,252
1001,449,93
1002,449,243
1003,449,225
1004,450,110
1005,450,266
1006,450,58
1007,450,4
1008,450,239
1009,450,247
1010,451,254
1011,451,239
1012,451,292
1013,451,172
1014,451,248
1015,451,154
1016,452,274
1017,452,286
1018,452,276
1019,452,291
1020,452,254
1021,452,45
1022,453,276
1023,453,191
1024,453,16
1025,453,199
1026,453,298
1027,453,190
1028,453,152
1029,454,171
1030,454,39
1031,454,79
1032,454,75
1033,454,164
1034,454,108
1035,454,116
1036,455,17
1037,455,285
1038,455,114
1039,455,129
1040,455,219
1041,455,225
1042,455,283
1043,455,236
1044,455,44
1045,456,32
1046,456,76
1047,456,122
1048,456,151
1049,456,293
1050,456,16
1051,456,84
1052,456,273
1053,456,255
1054,457,242
1055,457,142
1056,457,290
1057,457,114
1058,457,30
1059,457,166
1060,458,86
1061,458,32
1062,458,198
1063,458,250
1064,458,75
1065,458,130
1066,458,217
1067,458,89
1068,459,248
1069,459,266
1070,459,103
1071,459,94
1072,459,33
1073,459,12
1074,459,7
1075,459,126
1076,459,79
1077,460,152
1078,460,255
1079,460,76
1080,460,199
1081,460,280
1082,460,107
1083,460,239
1084,460,15
1085,460,162
1086,460,52
1087,461,234
1088,461,163
1089,461,198
1090,461,256
1091,461,126
1092,461,289
1093,461,173
1094,461,78
1095,462,279
1096,462,286
1097,462,13
1098,462,98
1099,462,82
1100,462,96
1101,463,111
1102,463,180
1103,463,224
1104,463,263
1105,463,105
1106,463,267
1107,463,265
1108,463,262
1109,464,194
1110,464,88
1111,464,132
1112,464,86
1113,464,66
1114,464,144
1115,464,36
1116,464,249
1117,464,254
1118,465,72
1119,465,58
1120,465,178
1121,465,177
1122,465,109
1123,465,30
1124,465,107
1125,465,146
1126,465,207
1127,466,165
1128,466,9
1129,466,119
1130,466,190
1131,466,246
1132,466,85
1133,466,8
1134,466,255
1135,466,149
1136,466,143
1137,467,248
1138,467,162
1139,467,175
1140,467,44
1141,467,161
1142,467,164
1143,467,61
1144,468,183
1145,468,98
1146,468,164
1147,468,53
1148,468,126
1149,468,134
1150,469,151
1151,469,211
1152,469,189
1153,469,273
1154,469,149
1155,469,191
1156,469,92
1157,469,32
1158,469,205
1159,469,198
1160,470,258
1161,470,238
1162,470,106
1163,470,126
1164,470,100
1165,470,15
1166,470,288
1167,470,146
1168,470,143
1169,471,203
1170,471,265
1171,471,226
1172,471,134
1173,471,293
1174,471,92
1175,472,268
1176,472,260
1177,472,261
1178,472,206
1179,472,139
1180,472,172
1181,472,10
1182,473,95
1183,473,119
1184,473,63
1185,473,149
1186,473,111
1187,473,125
1188,473,80
1189,473,12
1190,474,75
1191,474,34
1192,474,167
1193,474,73
1194,474,160
1195,474,82
1196,475,114
1197,475,283
1198,475,92
1199,475,264
1200,475,252
1201,475,121
1202,475,290
1203,476,53
1204,476,198
1205,476,300
1206,476,153
1207,476,277
1208,476,96
1209,476,175
1210,476,46
1211,476,149
1212,476,80
1213,477,238
1214,477,98
1215,477,113
1216,477,242
1217,477,203
1218,477,154
1219,477,291
1220,477,191
1221,477,40
1222,478,10
1223,478,169
1224,478,25
1225,478,54
1226,478,206
1227,478,21
1228,478,215
1229,478,34
1230,479,171
1231,479,145
1232,479,273
1233,479,55
1234,479,231
1235,479,143
1236,479,232
1237,479,29
1238,480,225
1239,480,75
1240,480,82
1241,480,38
1242,480,229
1243,480,154
1244,481,57
1245,481,18
1246,481,22
1247,481,280
1248,481,229
1249,481,91
1250,481,237
1251,482,106
1252,482,211
1253,482,241
1254,482,213
1255,482,139
1256,482,268
1257,482,7
1258,482,15
1259,482,265
1260,483,155
1261,483,7
1262,483,238
1263,483,289
1264,483,93
1265,483,95
1266,484,274
1267,484,28
1268,484,174
1269,484,68
1270,484,23
1271,484,15
1272,484,109
1273,484,52
1274,484,248
1275,485,122
1276,485,182
1277,485,199
1278,485,245
1279,485,11
1280,485,32
1281,485,2
1282,486,147
1283,486,133
1284,486,127
1285,486,162
1286,486,157
1287,486,52
1288,486,239
1289,486,14
1290,486,11
1291,486,201
1292,487,180
1293,487,252
1294,487,169
1295,487,241
1296,487,256
1297,487,17
1298,487,16
1299,487,132
1300,487,165
1301,487,166
1302,488,234
1303,488,263
1304,488,285
1305,488,140
1306,488,7
1307,488,242
1308,488,211
1309,489,35
1310,489,201
1311,489,28
1312,489,163
1313,489,75
1314,489,49
1315,489,1
1316,489,93
1317,489,170
1318,490,257
1319,490,112
1320,490,168
1321,490,8
1322,490,237
1323,490,154
1324,491,230
1325,491,55
1326,491,47
1327,491,257
1328,491,244
1329,491,196
1330,492,203
1331,492,44
1332,492,82
1333,492,61
1334,492,6
1335,492,103
1336,493,59
1337,493,186
1338,493,292
1339,493,14
1340,493,160
1341,493,47
1342,493,110
1343,493,40
1344,494,38
1345,494,31
1346,494,235
1347,494,272
1348,494,297
1349,494,190
1350,494,256
1351,494,63
1352,494,261
1353,495,244
1354,495,36
1355,495,7
1356,495,102
1357,495,248
1358,495,92
1359,496,230
1360,496,202
1361,496,36
1362,496,174
1363,496,74
1364,496,105
1365,496,156
1366,496,212
1367,496,180
1368,497,200
1369,497,21
1370,497,144
1371,497,90
1372,497,291
1373,497,207
1374,497,175
1375,497,196
1376,498,60
1377,498,73
1378,498,27
1379,498,179
1380,498,243
1381,498,247
1382,499,272
1383,499,224
1384,499,112
1385,499,35
1386,499,279
1387,499,198
1388,499,202
1389,499,95
1390,499,140
1391,500,58
1392,500,141
1393,500,27
1394,500,102
1395,500,264
1396,500,193
1397,500,156
1398,500,44
1399,500,197
1400,500,96
1401,501,229
1402,501,72
1403,501,141
1404,501,184
1405,501,228
1406,501,63
1407,501,180
1408,501,3
1409,501,162
1410,502,164
1411,502,121
1412,502,61
1413,502,215
1414,502,279
1415,502,217
1416,502,137
1417,502,288
1418,503,131
1419,503,167
1420,503,34
1421,503,176
1422,503,221
1423,503,243
1424,504,157
1425,504,54
1426,504,3
1427,504,104
1428,504,172
1429,504,188
1430,504,95
1431,504,176
1432,505,46
1433,505,217
1434,505,144
1435,505,91
1436,505,213
1437,505,193
1438,505,50
1439,505,126
1440,505,93
1441,506,82
1442,506,5
1443,506,210
1444,506,231
1445,506,133
1446,506,68
1447,507,203
1448,507,238
1449,507,102
1450,507,105
1451,507,161
1452,507,148
1453,507,290
1454,508,4
1455,508,73
1456,508,293
1457,508,161
1458,508,291
1459,508,32
1460,508,79
1461,508,142
1462,508,172
1463,508,116
1464,509,251
1465,509,155
1466,509,227
1467,509,131
1468,509,99
1469,509,202
1470,509,266
1471,509,220
1472,509,262
1473,510,264
1474,510,214
1475,510,125
1476,510,297
1477,510,66
1478,510,282
1479,511,70
1480,511,38
1481,511,170
1482,511,96
1483,511,100
1484,511,282
1485,511,290
1486,511,199
1487,511,56
1488,512,102
1489,512,220
1490,512,297
1491,512,30
1492,512,282
1493,512,200
1494,512,50
1495,512,267
1496,513,227
1497,513,235
1498,513,257
1499,513,123
1500,513,182
1501,513,195
1502,513,14
1503,513,111
1504,513,54
1505,513,95
1506,514,245
1507,514,202
1508,514,199
1509,514,151
1510,514,221
1511,514,211
1512,514,281
1513,514,276
1514,514,234
1515,514,106
1516,515,177
1517,515,77
1518,515,29
1519,515,237
1520,515,48
1521,515,39
1522,515,16
1523,515,235
1524,516,259
1525,516,79
1526,516,273
1527,516,216
1528,516,175
1529,516,154
1530,516,162
1531,516,42
1532,517,96
1533,517,7
1534,517,52
1535,517,28
1536,517,50
1537,517,249
1538,517,200
1539,518,152
1540,518,189
1541,518,44
1542,518,284
1543,518,278
1544,518,166
1545,518,263
1546,518,164
1547,518,20
1548,518,73
1549,519,69
1550,519,145
1551,519,273
1552,519,249
1553,519,198
1554,519,184
1555,519,169
1556,519,96
1557,519,68
1558,520,221
1559,520,125
1560,520,276
1561,520,169
1562,520,166
1563,520,27
1564,520,43
1565,520,119
1566,520,295
1567,520,278
1568,521,289
1569,521,48
1570,521,209
1571,521,246
1572,521,285
1573,521,94
1574,521,294
1575,522,268
1576,522,189
1577,522,145
1578,522,88
1579,522,161
1580,522,229
1581,522,81
1582,522,139
1583,522,2
1584,523,146
1585,523,122
1586,523,283
1587,523,32
1588,523,178
1589,523,63
1590,523,67
1591,524,218
1592,524,76
1593,524,82
1594,524,134
1595,524,13
1596,524,115
1597,524,253
1598,525,29
1599,525,174
1600,525,226
1601,525,221
1602,525,132
1603,525,80
1604,526,169
1605,526,239
1606,526,273
1607,526,54
1608,526,223
1609,526,16
1610,527,30
1611,527,286
1612,527,102
1613,527,255
1614,527,168
1615,527,258
1616,527,214
1617,528,71
1618,528,28
1619,528,12
1620,528,24
1621,528,51
1622,528,106
1623,529,189
1624,529,146
1625,529,149
1626,529,35
1627,529,65
1628,529,212
1629,529,254
1630,529,158
1631,529,220
1632,530,287
1633,530,140
1634,530,244
1635,530,64
1636,530,5
1637,530,52
1638,530,191
1639,530,135
1640,531,289
1641,531,259
1642,531,247
1643,531,237
1644,531,194
1645,531,140
1646,531,295
1647,532,42
1648,532,177
1649,532,154
1650,532,297
1651,532,25
1652,532,74
1653,532,252
1654,533,3
1655,533,98
1656,533,72
1657,533,79
1658,533,278
1659,533,297
1660,533,36
1661,534,17
1662,534,103
1663,534,119
1664,534,193
1665,534,224
1666,534,180
1667,535,92
1668,535,287
1669,535,7
1670,535,1
1671,535,278
1672,535,135
1673,535,288
1674,535,73
1675,536,214
1676,536,249
1677,536,245
1678,536,55
1679,536,128
1680,536,254
1681,536,102
1682,536,45
1683,536,293
1684,537,169
1685,537,93
1686,537,240
1687,537,225
1688,537,246
1689,537,293
1690,537,165
1691,537,3
1692,537,76
1693,538,32
1694,538,37
1695,538,65
1696,538,49
1697,538,282
1698,538,55
1699,538,150
1700,539,248
1701,539,294
1702,539,85
1703,539,203
1704,539,114
1705,539,47
1706,539,33
1707,539,55
1708,539,60
1709,540,246
1710,540,276
1711,540,162
1712,540,105
1713,540,108
1714,540,104
1715,541,23
1716,541,262
1717,541,209
1718,541,15
1719,541,111
1720,541,180
1721,542,190
1722,542,14
1723,542,202
1724,542,220
1725,542,17
1726,542,20
1727,542,184
1728,543,207
1729,543,183
1730,543,215
1731,543,109
1732,543,201
1733,543,243
1734,543,34
1735,543,152
1736,543,269
1737,544,242
1738,544,246
1739,544,123
1740,544,31
1741,544,206
1742,544,188
1743,544,218
1744,544,174
1745,545,40
1746,545,205
1747,545,86
1748,545,268
1749,545,166
1750,545,92
1751,545,44
1752,545,208
1753,545,279
1754,545,76
1755,546,237
1756,546,178
1757,546,249
1758,546,80
1759,546,132
1760,546,300
1761,547,100
1762,547,27
1763,547,8
1764,547,254
1765,547,86
1766,547,58
1767,547,92
1768,547,126
1769,547,192
1770,548,172
1771,548,281
1772,548,158
1773,548,245
1774,548,117
1775,548,238
1776,548,213
1777,548,46
1778,548,180
1779,549,189
1780,549,149
1781,549,211
1782,549,103
1783,549,94
1784,549,93
1785,550,253
1786,550,202
1787,550,289
1788,550,227
1789,550,144
1790,550,51
1791,550,128
1792,550,271
1793,550,165
1794,551,203
1795,551,98
1796,551,273
1797,551,27
1798,551,282
1799,551,289
1800,551,17
1801,551,153
1802,551,213
1803,551,41
1804,552,172
1805,552,241
1806,552,29
1807,552,5
1808,552,9
1809,552,177
1810,552,69
1811,553,162
1812,553,232
1813,553,172
1814,553,124
1815,553,236
1816,553,258
1817,553,133
1818,553,109
1819,553,107
1820,554,247
1821,554,49
1822,554,146
1823,554,24
1824,554,270
1825,554,291
1826,554,134
1827,555,178
1828,555,140
1829,555,275
1830,555,98
1831,555,79
1832,555,136
1833,555,133
1834,555,238
1835,555,203
1836,555,231
1837,556,235
1838,556,136
1839,556,59
1840,556,192
1841,556,61
1842,556,224
1843,557,199
1844,557,86
1845,557,191
1846,557,221
1847,557,178
1848,557,158
1849,557,257
1850,557,209
1851,557,193
1852,558,120
1853,558,46
1854,558,22
1855,558,89
1856,558,130
1857,558,6
1858,558,287
1859,559,227
1860,559,233
1861,559,214
1862,559,135
1863,559,181
1864,559,237
1865,559,107
1866,559,20
1867,559,275
1868,560,243
1869,560,55
1870,560,275
1871,560,268
1872,560,222
1873,560,271
1874,560,121
1875,560,62
1876,560,265
1877,561,189
1878,561,132
1879,561,194
1880,561,271
1881,561,290
1882,561,232
1883,561,79
1884,561,112
1885,561,106
1886,561,134
1887,562,255
1888,562,139
1889,562,226
1890,562,148
1891,562,209
1892,562,43
1893,562,4
1894,562,200
1895,562,130
1896,563,165
1897,563,138
1898,563,235
1899,563,251
1900,563,163
1901,563,68
1902,563,224
1903,564,274
1904,564,40
1905,564,288
1906,564,237
1907,564,16
1908,564,229
1909,564,295
1910,564,114
1911,565,188
1912,565,157
1913,565,90
1914,565,28
1915,565,128
1916,565,111
1917,565,265
1918,565,41
1919,566,26
1920,566,157
1921,566,129
1922,566,103
1923,566,116
1924,566,205
1925,566,57
1926,566,226
1927,566,44
1928,566,281
1929,567,168
1930,567,209
1931,567,108
1932,567,165
1933,567,72
1934,567,91
1935,567,172
1936,567,57
1937,568,122
1938,568,284
1939,568,157
1940,568,93
1941,568,126
1942,568,271
1943,568,94
1944,568,166
1945,568,120
1946,568,246
1947,569,81
1948,569,289
1949,569,67
1950,569,130
1951,569,110
1952,569,157
1953,569,279
1954,569,46
1955,569,113
1956,569,4
1957,570,190
1958,570,279
1959,570,196
1960,570,271
1961,570,263
1962,570,200
1963,570,250
1964,571,112
1965,571,201
1966,571,67
1967,571,48
1968,571,111
1969,571,279
1970,571,81
1971,571,62
1972,572,5
1973,572,99
1974,572,253
1975,572,120
1976,572,8
1977,572,13
1978,572,177
1979,573,30
1980,573,33
1981,573,136
1982,573,189
1983,573,14
1984,573,287
1985,573,198
1986,573,59
1987,574,10
1988,574,201
1989,574,145
1990,574,47
1991,574,108
1992,574,99
1993,574,273
1994,574,45
1995,574,94
1996,574,287
1997,575,145
1998,575,106
1999,575,61
2000,575,231
2001,575,134
2002,575,148
2003,576,83
2004,576,141
2005,576,296
2006,576,152
2007,576,244
2008,576,65
2009,577,171
2010,577,91
2011,577,284
2012,577,22
2013,577,72
2014,577,272
2015,577,147
2016,577,148
2017,578,192
2018,578,135
2019,578,125
2020,578,271
2021,578,61
2022,578,199
2023,579,264
2024,579,149
2025,579,92
2026,579,141
2027,579,227
2028,579,83
2029,579,240
2030,579,73
2031,579,238
2032,580,228
2033,580,189
2034,580,100
2035,580,39
2036,580,139
2037,580,185
2038,580,263
2039,580,255
2040,580,5
2041,581,227
2042,581,44
2043,581,32
2044,581,208
2045,581,55
2046,581,275
2047,582,125
2048,582,292
2049,582,296
2050,582,124
2051,582,282
2052,582,153
2053,582,272
2054,582,211
2055,582,195
2056,583,97
2057,583,278
2058,583,96
2059,583,198
2060,583,52
2061,583,32
2062,583,26
2063,583,83
2064,584,135
2065,584,131
2066,584,267
2067,584,213
2068,584,64
2069,584,172
2070,584,248
2071,584,221
2072,585,55
2073,585,13
2074,585,169
2075,585,210
2076,585,70
2077,585,224
2078,585,17
2079,585,101
2080,585,220
2081,586,18
2082,586,159
2083,586,187
2084,586,177
2085,586,54
2086,586,186
2087,586,212
2088,586,184
2089,586,122
2090,587,185
2091,587,269
2092,587,8
2093,587,196
2094,587,221
2095,587,124
2096,587,90
2097,587,156
2098,588,33
2099,588,97
2100,588,71
2101,588,185
2102,588,280
2103,588,128
2104,588,236
2105,588,281
2106,589,159
2107,589,129
2108,589,23
2109,589,45
2110,589,109
2111,589,15
2112,589,230
2113,589,28
2114,590,262
2115,590,192
2116,590,42
2117,590,25
2118,590,126
2119,590,216
2120,590,102
2121,591,183
2122,591,6
2123,591,57
2124,591,184
2125,591,75
2126,591,90
2127,591,264
2128,591,185
2129,591,16
2130,592,119
2131,592,165
2132,592,295
2133,592,244
2134,592,260
2135,592,44
2136,593,287
2137,593,269
