frequencia_id,matricula_id,data_aula,status
72,15,2025-09-03,Falta
73,15,2025-08-27,Falta
74,15,2025-08-20,Presente
75,15,2025-08-13,Falta
76,16,2025-09-10,Presente
77,16,2025-09-03,Presente
78,16,2025-08-27,Presente
79,16,2025-08-20,Presente
80,16,2025-08-13,Presente
81,17,2025-09-10,Falta
82,17,2025-09-03,Presente
83,17,2025-08-27,Presente
84,17,2025-08-20,Presente
85,17,2025-08-13,Presente
86,18,2025-09-10,Presente
87,18,2025-09-03,Presente
88,18,2025-08-27,Presente
89,18,2025-08-20,Presente
90,18,2025-08-13,Presente
91,19,2025-09-10,Presente
92,19,2025-09-03,Presente
93,19,2025-08-27,Presente
94,19,2025-08-20,Presente
95,19,2025-08-13,Falta
96,20,2025-09-10,Presente
97,20,2025-09-03,Falta
98,20,2025-08-27,Presente
99,20,2025-08-20,Presente
100,20,2025-08-13,Falta
101,21,2025-09-10,Presente
102,21,2025-09-03,Presente
103,21,2025-08-27,Presente
104,21,2025-08-20,Presente
105,21,2025-08-13,Presente
106,22,2025-09-10,Presente
107,22,2025-09-03,Presente
108,22,2025-08-27,Presente
109,22,2025-08-20,Presente
110,22,2025-08-13,Presente
111,23,2025-09-10,Presente
112,23,2025-09-03,Presente
113,23,2025-08-27,Presente
114,23,2025-08-20,Presente
115,23,2025-08-13,Presente
116,24,2025-09-10,Presente
117,24,2025-09-03,Presente
118,24,2025-08-27,Presente
119,24,2025-08-20,Presente
120,24,2025-08-13,Presente
121,25,2025-09-10,Presente
122,25,2025-09-03,Presente
123,25,2025-08-27,Presente
124,25,2025-08-20,Presente
125,25,2025-08-13,Presente
126,26,2025-09-10,Presente
127,26,2025-09-03,Presente
128,26,2025-08-27,Presente
129,26,2025-08-20,Presente
130,26,2025-08-13,Presente
131,27,2025-09-10,Presente
132,27,2025-09-03,Presente
133,27,2025-08-27,Presente
134,27,2025-08-20,Presente
135,27,2025-08-13,Presente
136,28,2025-09-10,Presente
137,28,2025-09-03,Presente
138,28,2025-08-27,Presente
139,28,2025-08-20,Presente
140,28,2025-08-13,Presente
141,29,2025-09-10,Presente
142,29,2025-09-03,Presente
143,29,2025-08-27,Presente
144,29,2025-08-20,Presente
145,29,2025-08-13,Falta
146,30,2025-09-10,Presente
147,30,2025-09-03,Presente
148,30,2025-08-27,Presente
149,30,2025-08-20,Presente
150,30,2025-08-13,Presente
151,31,2025-09-10,Presente
152,31,2025-09-03,Presente
153,31,2025-08-27,Presente
154,31,2025-08-20,Presente
155,31,2025-08-13,Presente
156,32,2025-09-10,Presente
157,32,2025-09-03,Presente
158,32,2025-08-27,Presente
159,32,2025-08-20,Presente
160,32,2025-08-13,Presente
161,33,2025-09-10,Falta
162,33,2025-09-03,Presente
163,33,2025-08-27,Presente
164,33,2025-08-20,Presente
165,33,2025-08-13,Presente
166,34,2025-09-10,Presente
167,34,2025-09-03,Presente
168,34,2025-08-27,Presente
169,34,2025-08-20,Presente
170,34,2025-08-13,Presente
171,35,2025-09-10,Presente
172,35,2025-09-03,Falta
173,35,2025-08-27,Presente
174,35,2025-08-20,Presente
175,35,2025-08-13,Presente
176,36,2025-09-10,Presente
177,36,2025-09-03,Falta
178,36,2025-08-27,Presente
179,36,2025-08-20,Presente
180,36,2025-08-13,Presente
181,37,2025-09-10,Presente
182,37,2025-09-03,Presente
183,37,2025-08-27,Presente
184,37,2025-08-20,Falta
185,37,2025-08-13,Falta
186,38,2025-09-10,Presente
187,38,2025-09-03,Presente
188,38,2025-08-27,Presente
189,38,2025-08-20,Presente
190,38,2025-08-13,Presente
191,39,2025-09-10,Presente
192,39,2025-09-03,Presente
193,39,2025-08-27,Presente
194,39,2025-08-20,Presente
195,39,2025-08-13,Presente
196,40,2025-09-10,Presente
197,40,2025-09-03,Presente
198,40,2025-08-27,Presente
199,40,2025-08-20,Presente
200,40,2025-08-13,Presente
201,41,2025-09-10,Presente
202,41,2025-09-03,Presente
203,41,2025-08-27,Presente
204,41,2025-08-20,Falta
205,41,2025-08-13,Presente
206,42,2025-09-10,Presente
207,42,2025-09-03,Presente
208,42,2025-08-27,Presente
209,42,2025-08-20,Falta
210,42,2025-08-13,Presente
211,43,2025-09-10,Presente
212,43,2025-09-03,Presente
213,43,2025-08-27,Presente
214,43,2025-08-20,Presente
215,43,2025-08-13,Presente
216,44,2025-09-10,Presente
217,44,2025-09-03,Presente
218,44,2025-08-27,Presente
219,44,2025-08-20,Presente
220,44,2025-08-13,Presente
221,45,2025-09-10,Presente
222,45,2025-09-03,Presente
223,45,2025-08-27,Falta
224,45,2025-08-20,Presente
225,45,2025-08-13,Falta
226,46,2025-09-10,Falta
227,46,2025-09-03,Presente
228,46,2025-08-27,Falta
229,46,2025-08-20,Presente
230,46,2025-08-13,Falta
231,47,2025-09-10,Presente
232,47,2025-09-03,Presente
233,47,2025-08-27,Presente
234,47,2025-08-20,Presente
235,47,2025-08-13,Presente
236,48,2025-09-10,Presente
237,48,2025-09-03,Presente
238,48,2025-08-27,Presente
239,48,2025-08-20,Presente
240,48,2025-08-13,Falta
241,49,2025-09-10,Presente
242,49,2025-09-03,Presente
243,49,2025-08-27,Presente
244,49,2025-08-20,Presente
245,49,2025-08-13,Presente
246,50,2025-09-10,Presente
247,50,2025-09-03,Presente
248,50,2025-08-27,Presente
249,50,2025-08-20,Presente
250,50,2025-08-13,Presente
251,51,2025-09-10,Falta
252,51,2025-09-03,Presente
253,51,2025-08-27,Presente
254,51,2025-08-20,Presente
255,51,2025-08-13,Presente
256,52,2025-09-10,Presente
257,52,2025-09-03,Falta
258,52,2025-08-27,Presente
259,52,2025-08-20,Presente
260,52,2025-08-13,Presente
261,53,2025-09-10,Presente
262,53,2025-09-03,Presente
263,53,2025-08-27,Presente
264,53,2025-08-20,Presente
265,53,2025-08-13,Presente
266,54,2025-09-10,Presente
267,54,2025-09-03,Presente
268,54,2025-08-27,Falta
269,54,2025-08-20,Presente
270,54,2025-08-13,Presente
271,55,2025-09-10,Presente
272,55,2025-09-03,Presente
273,55,2025-08-27,Presente
274,55,2025-08-20,Presente
275,55,2025-08-13,Presente
276,56,2025-09-10,Presente
277,56,2025-09-03,Falta
278,56,2025-08-27,Presente
279,56,2025-08-20,Presente
280,56,2025-08-13,Falta
281,57,2025-09-10,Presente
282,57,2025-09-03,Presente
283,57,2025-08-27,Presente
284,57,2025-08-20,Presente
285,57,2025-08-13,Presente
286,58,2025-09-10,Presente
287,58,2025-09-03,Presente
288,58,2025-08-27,Presente
289,58,2025-08-20,Presente
290,58,2025-08-13,Presente
291,59,2025-09-10,Falta
292,59,2025-09-03,Presente
293,59,2025-08-27,Presente
294,59,2025-08-20,Falta
295,59,2025-08-13,Presente
296,60,2025-09-10,Presente
297,60,2025-09-03,Presente
298,60,2025-08-27,Presente
299,60,2025-08-20,Falta
300,60,2025-08-13,Presente
301,61,2025-09-10,Presente
302,61,2025-09-03,Presente
303,61,2025-08-27,Presente
304,61,2025-08-20,Falta
305,61,2025-08-13,Presente
306,62,2025-09-10,Presente
307,62,2025-09-03,Presente
308,62,2025-08-27,Presente
309,62,2025-08-20,Presente
310,62,2025-08-13,Presente
311,63,2025-09-10,Presente
312,63,2025-09-03,Presente
313,63,2025-08-27,Presente
314,63,2025-08-20,Presente
315,63,2025-08-13,Presente
316,64,2025-09-10,Presente
317,64,2025-09-03,Falta
318,64,2025-08-27,Presente
319,64,2025-08-20,Presente
320,64,2025-08-13,Presente
321,65,2025-09-10,Presente
322,65,2025-09-03,Presente
323,65,2025-08-27,Presente
324,65,2025-08-20,Presente
325,65,2025-08-13,Presente
326,66,2025-09-10,Presente
327,66,2025-09-03,Presente
328,66,2025-08-27,Presente
329,66,2025-08-20,Falta
330,66,2025-08-13,Presente
331,67,2025-09-10,Presente
332,67,2025-09-03,Falta
333,67,2025-08-27,Presente
334,67,2025-08-20,Presente
335,67,2025-08-13,Presente
336,68,2025-09-10,Presente
337,68,2025-09-03,Presente
338,68,2025-08-27,Presente
339,68,2025-08-20,Falta
340,68,2025-08-13,Falta
341,69,2025-09-10,Presente
342,69,2025-09-03,Presente
343,69,2025-08-27,Presente
344,69,2025-08-20,Presente
345,69,2025-08-13,Presente
346,70,2025-09-10,Presente
347,70,2025-09-03,Falta
348,70,2025-08-27,Presente
349,70,2025-08-20,Presente
350,70,2025-08-13,Falta
351,71,2025-09-10,Presente
352,71,2025-09-03,Presente
353,71,2025-08-27,Presente
354,71,2025-08-20,Presente
355,71,2025-08-13,Presente
356,72,2025-09-10,Presente
357,72,2025-09-03,Presente
358,72,2025-08-27,Presente
359,72,2025-08-20,Presente
360,72,2025-08-13,Presente
361,73,2025-09-10,Presente
362,73,2025-09-03,Presente
363,73,2025-08-27,Presente
364,73,2025-08-20,Falta
365,73,2025-08-13,Presente
366,74,2025-09-10,Presente
367,74,2025-09-03,Presente
368,74,2025-08-27,Presente
369,74,2025-08-20,Presente
370,74,2025-08-13,Falta
371,75,2025-09-10,Presente
372,75,2025-09-03,Presente
373,75,2025-08-27,Presente
374,75,2025-08-20,Falta
375,75,2025-08-13,Presente
376,76,2025-09-10,Presente
377,76,2025-09-03,Presente
378,76,2025-08-27,Presente
379,76,2025-08-20,Presente
380,76,2025-08-13,Falta
381,77,2025-09-10,Presente
382,77,2025-09-03,Presente
383,77,2025-08-27,Falta
384,77,2025-08-20,Presente
385,77,2025-08-13,Presente
386,78,2025-09-10,Presente
387,78,2025-09-03,Presente
388,78,2025-08-27,Falta
389,78,2025-08-20,Presente
390,78,2025-08-13,Presente
391,79,2025-09-10,Presente
392,79,2025-09-03,Presente
393,79,2025-08-27,Presente
394,79,2025-08-20,Falta
395,79,2025-08-13,Presente
396,80,2025-09-10,Presente
397,80,2025-09-03,Presente
398,80,2025-08-27,Falta
399,80,2025-08-20,Presente
400,80,2025-08-13,Presente
401,81,2025-09-10,Presente
402,81,2025-09-03,Presente
403,81,2025-08-27,Presente
404,81,2025-08-20,Presente
405,81,2025-08-13,Presente
406,82,2025-09-10,Presente
407,82,2025-09-03,Presente
408,82,2025-08-27,Presente
409,82,2025-08-20,Presente
410,82,2025-08-13,Presente
411,83,2025-09-10,Presente
412,83,2025-09-03,Falta
413,83,2025-08-27,Presente
414,83,2025-08-20,Presente
415,83,2025-08-13,Presente
416,84,2025-09-10,Presente
417,84,2025-09-03,Presente
418,84,2025-08-27,Presente
419,84,2025-08-20,Presente
420,84,2025-08-13,Presente
421,85,2025-09-10,Presente
422,85,2025-09-03,Presente
423,85,2025-08-27,Presente
424,85,2025-08-20,Presente
425,85,2025-08-13,Presente
426,86,2025-09-10,Presente
427,86,2025-09-03,Falta
428,86,2025-08-27,Presente
429,86,2025-08-20,Presente
430,86,2025-08-13,Presente
431,87,2025-09-10,Presente
432,87,2025-09-03,Presente
433,87,2025-08-27,Presente
434,87,2025-08-20,Presente
435,87,2025-08-13,Falta
436,88,2025-09-10,Presente
437,88,2025-09-03,Presente
438,88,2025-08-27,Presente
439,88,2025-08-20,Presente
440,88,2025-08-13,Presente
441,89,2025-09-10,Presente
442,89,2025-09-03,Falta
443,89,2025-08-27,Falta
444,89,2025-08-20,Presente
445,89,2025-08-13,Presente
446,90,2025-09-10,Presente
447,90,2025-09-03,Presente
448,90,2025-08-27,Falta
449,90,2025-08-20,Presente
450,90,2025-08-13,Presente
451,91,2025-09-10,Presente
452,91,2025-09-03,Presente
453,91,2025-08-27,Presente
454,91,2025-08-20,Falta
455,91,2025-08-13,Presente
456,92,2025-09-10,Presente
457,92,2025-09-03,Presente
458,92,2025-08-27,Presente
459,92,2025-08-20,Presente
460,92,2025-08-13,Presente
461,93,2025-09-10,Presente
462,93,2025-09-03,Presente
463,93,2025-08-27,Falta
464,93,2025-08-20,Presente
465,93,2025-08-13,Presente
466,94,2025-09-10,Falta
467,94,2025-09-03,Presente
468,94,2025-08-27,Presente
469,94,2025-08-20,Presente
470,94,2025-08-13,Presente
471,95,2025-09-10,Presente
472,95,2025-09-03,Presente
473,95,2025-08-27,Presente
474,95,2025-08-20,Presente
475,95,2025-08-13,Presente
476,96,2025-09-10,Presente
477,96,2025-09-03,Presente
478,96,2025-08-27,Presente
479,96,2025-08-20,Presente
480,96,2025-08-13,Presente
481,97,2025-09-10,Presente
482,97,2025-09-03,Presente
483,97,2025-08-27,Presente
484,97,2025-08-20,Presente
485,97,2025-08-13,Presente
486,98,2025-09-10,Presente
487,98,2025-09-03,Presente
488,98,2025-08-27,Presente
489,98,2025-08-20,Presente
490,98,2025-08-13,Presente
491,99,2025-09-10,Presente
492,99,2025-09-03,Presente
493,99,2025-08-27,Presente
494,99,2025-08-20,Presente
495,99,2025-08-13,Presente
496,100,2025-09-10,Presente
497,100,2025-09-03,Presente
498,100,2025-08-27,Presente
499,100,2025-08-20,Presente
500,100,2025-08-13,Falta
501,101,2025-09-10,Presente
502,101,2025-09-03,Presente
503,101,2025-08-27,Presente
504,101,2025-08-20,Presente
505,101,2025-08-13,Presente
506,102,2025-09-10,Presente
507,102,2025-09-03,Presente
508,102,2025-08-27,Presente
509,102,2025-08-20,Presente
510,102,2025-08-13,Presente
511,103,2025-09-10,Presente
512,103,2025-09-03,Presente
513,103,2025-08-27,Falta
514,103,2025-08-20,Presente
515,103,2025-08-13,Presente
516,104,2025-09-10,Presente
517,104,2025-09-03,Presente
518,104,2025-08-27,Presente
519,104,2025-08-20,Presente
520,104,2025-08-13,Presente
521,105,2025-09-10,Falta
522,105,2025-09-03,Presente
523,105,2025-08-27,Presente
524,105,2025-08-20,Presente
525,105,2025-08-13,Presente
526,106,2025-09-10,Presente
527,106,2025-09-03,Presente
528,106,2025-08-27,Presente
529,106,2025-08-20,Presente
530,106,2025-08-13,Presente
531,107,2025-09-10,Presente
532,107,2025-09-03,Presente
533,107,2025-08-27,Presente
534,107,2025-08-20,Presente
535,107,2025-08-13,Presente
536,108,2025-09-10,Presente
537,108,2025-09-03,Presente
538,108,2025-08-27,Presente
539,108,2025-08-20,Presente
540,108,2025-08-13,Presente
541,109,2025-09-10,Presente
542,109,2025-09-03,Presente
543,109,2025-08-27,Presente
544,109,2025-08-20,Presente
545,109,2025-08-13,Presente
546,110,2025-09-10,Presente
547,110,2025-09-03,Presente
548,110,2025-08-27,Presente
549,110,2025-08-20,Presente
550,110,2025-08-13,Presente
551,111,2025-09-10,Presente
552,111,2025-09-03,Presente
553,111,2025-08-27,Presente
554,111,2025-08-20,Presente
555,111,2025-08-13,Presente
556,112,2025-09-10,Presente
557,112,2025-09-03,Presente
558,112,2025-08-27,Presente
559,112,2025-08-20,Presente
560,112,2025-08-13,Presente
561,113,2025-09-10,Presente
562,113,2025-09-03,Presente
563,113,2025-08-27,Presente
564,113,2025-08-20,Presente
565,113,2025-08-13,Presente
566,114,2025-09-10,Presente
567,114,2025-09-03,Falta
568,114,2025-08-27,Presente
569,114,2025-08-20,Presente
570,114,2025-08-13,Falta
571,115,2025-09-10,Presente
572,115,2025-09-03,Presente
573,115,2025-08-27,Presente
574,115,2025-08-20,Presente
575,115,2025-08-13,Presente
576,116,2025-09-10,Presente
577,116,2025-09-03,Presente
578,116,2025-08-27,Presente
579,116,2025-08-20,Presente
580,116,2025-08-13,Presente
581,117,2025-09-10,Presente
582,117,2025-09-03,Presente
583,117,2025-08-27,Presente
584,117,2025-08-20,Presente
585,117,2025-08-13,Presente
586,118,2025-09-10,Presente
587,118,2025-09-03,Falta
588,118,2025-08-27,Presente
589,118,2025-08-20,Presente
590,118,2025-08-13,Presente
591,119,2025-09-10,Presente
592,119,2025-09-03,Presente
593,119,2025-08-27,Presente
594,119,2025-08-20,Presente
595,119,2025-08-13,Presente
596,120,2025-09-10,Presente
597,120,2025-09-03,Presente
598,120,2025-08-27,Presente
599,120,2025-08-20,Presente
600,120,2025-08-13,Presente
601,121,2025-09-10,Presente
602,121,2025-09-03,Presente
603,121,2025-08-27,Presente
604,121,2025-08-20,Presente
605,121,2025-08-13,Presente
606,122,2025-09-10,Presente
607,122,2025-09-03,Falta
608,122,2025-08-27,Presente
609,122,2025-08-20,Presente
610,122,2025-08-13,Presente
611,123,2025-09-10,Presente
612,123,2025-09-03,Presente
613,123,2025-08-27,Falta
614,123,2025-08-20,Presente
615,123,2025-08-13,Presente
616,124,2025-09-10,Presente
617,124,2025-09-03,Presente
618,124,2025-08-27,Presente
619,124,2025-08-20,Presente
620,124,2025-08-13,Presente
621,125,2025-09-10,Presente
622,125,2025-09-03,Presente
623,125,2025-08-27,Presente
624,125,2025-08-20,Falta
625,125,2025-08-13,Presente
626,126,2025-09-10,Presente
627,126,2025-09-03,Presente
628,126,2025-08-27,Presente
629,126,2025-08-20,Presente
630,126,2025-08-13,Presente
631,127,2025-09-10,Presente
632,127,2025-09-03,Presente
633,127,2025-08-27,Presente
634,127,2025-08-20,Presente
635,127,2025-08-13,Presente
636,128,2025-09-10,Presente
637,128,2025-09-03,Presente
638,128,2025-08-27,Presente
639,128,2025-08-20,Presente
640,128,2025-08-13,Presente
641,129,2025-09-10,Presente
642,129,2025-09-03,Presente
643,129,2025-08-27,Falta
644,129,2025-08-20,Falta
645,129,2025-08-13,Presente
646,130,2025-09-10,Presente
647,130,2025-09-03,Presente
648,130,2025-08-27,Presente
649,130,2025-08-20,Presente
650,130,2025-08-13,Falta
651,131,2025-09-10,Presente
652,131,2025-09-03,Presente
653,131,2025-08-27,Presente
654,131,2025-08-20,Presente
655,131,2025-08-13,Presente
656,132,2025-09-10,Presente
657,132,2025-09-03,Presente
658,132,2025-08-27,Presente
659,132,2025-08-20,Presente
660,132,2025-08-13,Presente
661,133,2025-09-10,Presente
662,133,2025-09-03,Presente
663,133,2025-08-27,Presente
664,133,2025-08-20,Presente
665,133,2025-08-13,Presente
666,134,2025-09-10,Presente
667,134,2025-09-03,Falta
668,134,2025-08-27,Presente
669,134,2025-08-20,Presente
670,134,2025-08-13,Presente
671,135,2025-09-10,Presente
672,135,2025-09-03,Presente
673,135,2025-08-27,Presente
674,135,2025-08-20,Presente
675,135,2025-08-13,Presente
676,136,2025-09-10,Presente
677,136,2025-09-03,Presente
678,136,2025-08-27,Falta
679,136,2025-08-20,Presente
680,136,2025-08-13,Presente
681,137,2025-09-10,Presente
682,137,2025-09-03,Presente
683,137,2025-08-27,Presente
684,137,2025-08-20,Presente
685,137,2025-08-13,Presente
686,138,2025-09-10,Presente
687,138,2025-09-03,Presente
688,138,2025-08-27,Presente
689,138,2025-08-20,Presente
690,138,2025-08-13,Presente
691,139,2025-09-10,Presente
692,139,2025-09-03,Presente
693,139,2025-08-27,Presente
694,139,2025-08-20,Presente
695,139,2025-08-13,Presente
696,140,2025-09-10,Presente
697,140,2025-09-03,Presente
698,140,2025-08-27,Presente
699,140,2025-08-20,Presente
700,140,2025-08-13,Presente
701,141,2025-09-10,Presente
702,141,2025-09-03,Presente
703,141,2025-08-27,Presente
704,141,2025-08-20,Presente
705,141,2025-08-13,Presente
706,142,2025-09-10,Presente
707,142,2025-09-03,Presente
708,142,2025-08-27,Presente
709,142,2025-08-20,Presente
710,142,2025-08-13,Presente
711,143,2025-09-10,Presente
712,143,2025-09-03,Presente
713,143,2025-08-27,Presente
714,143,2025-08-20,Presente
715,143,2025-08-13,Presente
716,144,2025-09-10,Presente
717,144,2025-09-03,Presente
718,144,2025-08-27,Presente
719,144,2025-08-20,Presente
720,144,2025-08-13,Presente
721,145,2025-09-10,Presente
722,145,2025-09-03,Presente
723,145,2025-08-27,Presente
724,145,2025-08-20,Presente
725,145,2025-08-13,Presente
726,146,2025-09-10,Presente
727,146,2025-09-03,Presente
728,146,2025-08-27,Presente
729,146,2025-08-20,Presente
730,146,2025-08-13,Presente
731,147,2025-09-10,Presente
732,147,2025-09-03,Presente
733,147,2025-08-27,Presente
734,147,2025-08-20,Presente
735,147,2025-08-13,Presente
736,148,2025-09-10,Presente
737,148,2025-09-03,Presente
738,148,2025-08-27,Presente
739,148,2025-08-20,Presente
740,148,2025-08-13,Presente
741,149,2025-09-10,Falta
742,149,2025-09-03,Presente
743,149,2025-08-27,Presente
744,149,2025-08-20,Presente
745,149,2025-08-13,Presente
746,150,2025-09-10,Falta
747,150,2025-09-03,Presente
748,150,2025-08-27,Presente
749,150,2025-08-20,Presente
750,150,2025-08-13,Presente
751,151,2025-09-10,Presente
752,151,2025-09-03,Presente
753,151,2025-08-27,Presente
754,151,2025-08-20,Falta
755,151,2025-08-13,Presente
756,152,2025-09-10,Presente
757,152,2025-09-03,Presente
758,152,2025-08-27,Presente
759,152,2025-08-20,Presente
760,152,2025-08-13,Presente
761,153,2025-09-10,Presente
762,153,2025-09-03,Presente
763,153,2025-08-27,Presente
764,153,2025-08-20,Falta
765,153,2025-08-13,Falta
766,154,2025-09-10,Presente
767,154,2025-09-03,Presente
768,154,2025-08-27,Presente
769,154,2025-08-20,Presente
770,154,2025-08-13,Presente
771,155,2025-09-10,Presente
772,155,2025-09-03,Presente
773,155,2025-08-27,Falta
774,155,2025-08-20,Presente
775,155,2025-08-13,Presente
776,156,2025-09-10,Presente
777,156,2025-09-03,Presente
778,156,2025-08-27,Presente
779,156,2025-08-20,Presente
780,156,2025-08-13,Presente
781,157,2025-09-10,Presente
782,157,2025-09-03,Presente
783,157,2025-08-27,Presente
784,157,2025-08-20,Presente
785,157,2025-08-13,Presente
786,158,2025-09-10,Presente
787,158,2025-09-03,Presente
788,158,2025-08-27,Presente
789,158,2025-08-20,Presente
790,158,2025-08-13,Presente
791,159,2025-09-10,Presente
792,159,2025-09-03,Presente
793,159,2025-08-27,Presente
794,159,2025-08-20,Presente
795,159,2025-08-13,Falta
796,160,2025-09-10,Presente
797,160,2025-09-03,Presente
798,160,2025-08-27,Presente
799,160,2025-08-20,Presente
800,160,2025-08-13,Presente
801,161,2025-09-10,Presente
802,161,2025-09-03,Presente
803,161,2025-08-27,Presente
804,161,2025-08-20,Presente
805,161,2025-08-13,Presente
806,162,2025-09-10,Presente
807,162,2025-09-03,Presente
808,162,2025-08-27,Presente
809,162,2025-08-20,Presente
810,162,2025-08-13,Presente
811,163,2025-09-10,Presente
812,163,2025-09-03,Presente
813,163,2025-08-27,Presente
814,163,2025-08-20,Presente
815,163,2025-08-13,Presente
816,164,2025-09-10,Presente
817,164,2025-09-03,Presente
818,164,2025-08-27,Presente
819,164,2025-08-20,Falta
820,164,2025-08-13,Presente
821,165,2025-09-10,Presente
822,165,2025-09-03,Presente
823,165,2025-08-27,Presente
824,165,2025-08-20,Presente
825,165,2025-08-13,Presente
826,166,2025-09-10,Presente
827,166,2025-09-03,Presente
828,166,2025-08-27,Presente
829,166,2025-08-20,Presente
830,166,2025-08-13,Falta
831,167,2025-09-10,Presente
832,167,2025-09-03,Presente
833,167,2025-08-27,Presente
834,167,2025-08-20,Presente
835,167,2025-08-13,Presente
836,168,2025-09-10,Presente
837,168,2025-09-03,Presente
838,168,2025-08-27,Presente
839,168,2025-08-20,Presente
840,168,2025-08-13,Presente
841,169,2025-09-10,Presente
842,169,2025-09-03,Presente
843,169,2025-08-27,Falta
844,169,2025-08-20,Presente
845,169,2025-08-13,Presente
846,170,2025-09-10,Presente
847,170,2025-09-03,Falta
848,170,2025-08-27,Presente
849,170,2025-08-20,Presente
850,170,2025-08-13,Presente
851,171,2025-09-10,Presente
852,171,2025-09-03,Presente
853,171,2025-08-27,Presente
854,171,2025-08-20,Presente
855,171,2025-08-13,Presente
856,172,2025-09-10,Presente
857,172,2025-09-03,Presente
858,172,2025-08-27,Presente
859,172,2025-08-20,Presente
860,172,2025-08-13,Presente
861,173,2025-09-10,Presente
862,173,2025-09-03,Presente
863,173,2025-08-27,Falta
864,173,2025-08-20,Presente
865,173,2025-08-13,Presente
866,174,2025-09-10,Presente
867,174,2025-09-03,Presente
868,174,2025-08-27,Presente
869,174,2025-08-20,Presente
870,174,2025-08-13,Presente
871,175,2025-09-10,Presente
872,175,2025-09-03,Presente
873,175,2025-08-27,Presente
874,175,2025-08-20,Presente
875,175,2025-08-13,Presente
876,176,2025-09-10,Falta
877,176,2025-09-03,Falta
878,176,2025-08-27,Presente
879,176,2025-08-20,Presente
880,176,2025-08-13,Falta
881,177,2025-09-10,Presente
882,177,2025-09-03,Presente
883,177,2025-08-27,Presente
884,177,2025-08-20,Falta
885,177,2025-08-13,Presente
886,178,2025-09-10,Presente
887,178,2025-09-03,Presente
888,178,2025-08-27,Presente
889,178,2025-08-20,Presente
890,178,2025-08-13,Presente
891,179,2025-09-10,Presente
892,179,2025-09-03,Presente
893,179,2025-08-27,Presente
894,179,2025-08-20,Presente
895,179,2025-08-13,Presente
896,180,2025-09-10,Presente
897,180,2025-09-03,Presente
898,180,2025-08-27,Presente
899,180,2025-08-20,Presente
900,180,2025-08-13,Presente
901,181,2025-09-10,Presente
902,181,2025-09-03,Presente
903,181,2025-08-27,Presente
904,181,2025-08-20,Falta
905,181,2025-08-13,Falta
906,182,2025-09-10,Presente
907,182,2025-09-03,Presente
908,182,2025-08-27,Presente
909,182,2025-08-20,Presente
910,182,2025-08-13,Presente
911,183,2025-09-10,Presente
912,183,2025-09-03,Presente
913,183,2025-08-27,Presente
914,183,2025-08-20,Presente
915,183,2025-08-13,Presente
916,184,2025-09-10,Presente
917,184,2025-09-03,Presente
918,184,2025-08-27,Presente
919,184,2025-08-20,Presente
920,184,2025-08-13,Presente
921,185,2025-09-10,Presente
922,185,2025-09-03,Presente
923,185,2025-08-27,Presente
924,185,2025-08-20,Falta
925,185,2025-08-13,Presente
926,186,2025-09-10,Falta
927,186,2025-09-03,Presente
928,186,2025-08-27,Presente
929,186,2025-08-20,Presente
930,186,2025-08-13,Presente
