id_nota,id_matricula,tipo_avaliacao,valor_nota
590,295,P2,5.6
591,296,P1,3.7
592,296,P2,7.3
593,297,P1,5.2
594,297,P2,4.3
595,298,P1,4.3
596,298,P2,3.6
597,299,P1,3.5
598,299,P2,9.6
599,300,P1,9.5
600,300,P2,4.8
601,301,P1,3.0
602,301,P2,9.0
603,302,P1,7.0
604,302,P2,4.3
605,303,P1,7.0
606,303,P2,9.7
607,304,P1,6.9
608,304,P2,7.2
609,305,P1,6.1
610,305,P2,6.5
611,306,P1,7.0
612,306,P2,8.7
613,307,P1,5.5
614,307,P2,8.9
615,308,P1,3.2
616,308,P2,6.0
617,309,P1,8.1
618,309,P2,7.0
619,310,P1,9.8
620,310,P2,9.3
621,311,P1,8.1
622,311,P2,6.9
623,312,P1,5.6
624,312,P2,4.2
625,313,P1,3.2
626,313,P2,7.6
627,314,P1,7.8
628,314,P2,3.3
629,315,P1,5.5
630,315,P2,7.2
631,316,P1,3.2
632,316,P2,9.3
633,317,P1,8.2
634,317,P2,9.5
635,318,P1,3.7
636,318,P2,4.8
637,319,P1,5.1
638,319,P2,7.6
639,320,P1,9.3
640,320,P2,7.6
641,321,P1,5.6
642,321,P2,7.0
643,322,P1,3.9
644,322,P2,7.5
645,323,P1,7.1
646,323,P2,6.7
647,324,P1,5.6
648,324,P2,8.8
649,325,P1,6.4
650,325,P2,7.9
651,326,P1,7.7
652,326,P2,9.1
653,327,P1,3.3
654,327,P2,9.1
655,328,P1,4.1
656,328,P2,8.6
657,329,P1,3.5
658,329,P2,3.9
659,330,P1,8.1
660,330,P2,6.8
661,331,P1,5.6
662,331,P2,7.1
663,332,P1,3.1
664,332,P2,7.7
665,333,P1,3.7
666,333,P2,6.3
667,334,P1,6.6
668,334,P2,3.6
669,335,P1,3.8
670,335,P2,9.3
671,336,P1,7.5
672,336,P2,3.6
673,337,P1,6.6
674,337,P2,8.4
675,338,P1,7.3
676,338,P2,7.6
677,339,P1,4.7
678,339,P2,8.8
679,340,P1,3.3
680,340,P2,5.6
681,341,P1,3.6
682,341,P2,3.2
683,342,P1,8.6
684,342,P2,3.2
685,343,P1,7.2
686,343,P2,6.3
687,344,P1,6.0
688,344,P2,9.0
689,345,P1,5.6
690,345,P2,5.4
691,346,P1,3.6
692,346,P2,3.3
693,347,P1,6.2
694,347,P2,4.7
695,348,P1,5.1
696,348,P2,8.8
697,349,P1,3.4
698,349,P2,9.4
699,350,P1,8.0
700,350,P2,6.2
701,351,P1,3.0
702,351,P2,7.2
703,352,P1,4.7
704,352,P2,4.0
705,353,P1,4.2
706,353,P2,7.3
707,354,P1,4.6
708,354,P2,8.0
709,355,P1,8.1
710,355,P2,6.7
711,356,P1,9.4
712,356,P2,5.2
713,357,P1,7.3
714,357,P2,8.1
715,358,P1,9.0
716,358,P2,4.6
717,359,P1,9.0
718,359,P2,4.6
719,360,P1,7.9
720,360,P2,5.9
721,361,P1,3.1
722,361,P2,8.4
723,362,P1,8.8
724,362,P2,4.4
725,363,P1,7.2
726,363,P2,6.1
727,364,P1,9.1
728,364,P2,5.2
729,365,P1,9.5
730,365,P2,5.0
731,366,P1,4.0
732,366,P2,4.7
733,367,P1,6.5
734,367,P2,7.9
735,368,P1,8.5
736,368,P2,4.6
737,369,P1,3.3
738,369,P2,6.7
739,370,P1,5.1
740,370,P2,4.2
741,371,P1,5.8
742,371,P2,6.9
743,372,P1,6.7
744,372,P2,3.7
745,373,P1,7.9
746,373,P2,5.3
747,374,P1,5.4
748,374,P2,8.5
749,375,P1,9.2
750,375,P2,5.5
751,376,P1,8.0
752,376,P2,6.4
753,377,P1,4.0
754,377,P2,8.2
755,378,P1,3.8
756,378,P2,3.2
757,379,P1,7.8
758,379,P2,5.9
759,380,P1,9.5
760,380,P2,9.3
761,381,P1,9.8
762,381,P2,9.8
763,382,P1,4.7
764,382,P2,4.9
765,383,P1,7.5
766,383,P2,3.0
767,384,P1,6.4
768,384,P2,5.2
769,385,P1,6.8
770,385,P2,4.0
771,386,P1,3.2
772,386,P2,3.2
773,387,P1,4.9
774,387,P2,3.9
775,388,P1,7.5
776,388,P2,7.8
777,389,P1,5.2
778,389,P2,7.4
779,390,P1,6.9
780,390,P2,4.2
781,391,P1,8.7
782,391,P2,9.9
783,392,P1,4.5
784,392,P2,7.9
785,393,P1,8.3
786,393,P2,7.4
787,394,P1,6.5
788,394,P2,8.6
789,395,P1,8.1
790,395,P2,7.4
791,396,P1,9.2
792,396,P2,3.4
793,397,P1,5.0
794,397,P2,4.4
795,398,P1,5.6
796,398,P2,7.0
797,399,P1,6.4
798,399,P2,9.6
799,400,P1,8.5
800,400,P2,5.6
801,401,P1,3.1
802,401,P2,4.6
803,402,P1,8.2
804,402,P2,9.6
805,403,P1,8.4
806,403,P2,9.9
807,404,P1,9.0
808,404,P2,8.0
809,405,P1,8.4
810,405,P2,8.7
811,406,P1,9.8
812,406,P2,8.7
813,407,P1,9.6
814,407,P2,6.1
815,408,P1,9.2
816,408,P2,9.3
817,409,P1,4.7
818,409,P2,3.3
819,410,P1,3.1
820,410,P2,5.2
821,411,P1,4.7
822,411,P2,3.1
823,412,P1,3.3
824,412,P2,8.8
825,413,P1,7.3
826,413,P2,9.1
827,414,P1,8.7
828,414,P2,3.1
829,415,P1,9.8
830,415,P2,4.8
831,416,P1,8.7
832,416,P2,4.6
833,417,P1,4.6
834,417,P2,6.6
835,418,P1,7.7
836,418,P2,3.4
837,419,P1,7.8
838,419,P2,5.1
839,420,P1,9.5
840,420,P2,8.2
841,421,P1,7.5
842,421,P2,6.5
843,422,P1,7.1
844,422,P2,7.3
845,423,P1,6.4
846,423,P2,3.6
847,424,P1,6.7
848,424,P2,9.3
849,425,P1,6.3
850,425,P2,5.7
851,426,P1,9.6
852,426,P2,6.0
853,427,P1,5.6
854,427,P2,6.9
855,428,P1,6.2
856,428,P2,3.5
857,429,P1,4.5
858,429,P2,9.6
859,430,P1,9.1
860,430,P2,5.3
861,431,P1,4.0
862,431,P2,4.7
863,432,P1,8.3
864,432,P2,3.4
865,433,P1,8.1
866,433,P2,4.2
867,434,P1,9.8
868,434,P2,7.0
869,435,P1,5.8
870,435,P2,9.8
871,436,P1,5.0
872,436,P2,4.2
873,437,P1,5.8
874,437,P2,4.9
875,438,P1,4.1
876,438,P2,4.7
877,439,P1,7.2
878,439,P2,7.5
879,440,P1,3.5
880,440,P2,8.9
881,441,P1,3.2
882,441,P2,7.9
883,442,P1,3.2
884,442,P2,9.8
885,443,P1,3.0
886,443,P2,4.4
887,444,P1,6.8
888,444,P2,8.3
889,445,P1,7.7
890,445,P2,5.6
891,446,P1,3.9
892,446,P2,3.3
893,447,P1,6.7
894,447,P2,9.6
895,448,P1,4.9
896,448,P2,5.8
897,449,P1,9.7
898,449,P2,8.2
899,450,P1,7.3
900,450,P2,9.6
901,451,P1,7.6
902,451,P2,5.9
903,452,P1,6.5
904,452,P2,7.7
905,453,P1,7.4
906,453,P2,7.2
907,454,P1,6.8
908,454,P2,4.1
909,455,P1,8.8
910,455,P2,5.9
911,456,P1,8.0
912,456,P2,7.8
913,457,P1,3.6
914,457,P2,3.3
915,458,P1,6.0
916,458,P2,7.3
917,459,P1,8.1
918,459,P2,7.9
919,460,P1,8.2
920,460,P2,5.0
921,461,P1,8.1
922,461,P2,6.7
923,462,P1,8.0
924,462,P2,3.5
925,463,P1,6.8
926,463,P2,8.9
927,464,P1,10.0
928,464,P2,3.3
929,465,P1,5.8
930,465,P2,3.2
931,466,P1,8.4
932,466,P2,9.9
933,467,P1,4.2
934,467,P2,4.7
935,468,P1,3.5
936,468,P2,5.4
937,469,P1,7.4
938,469,P2,9.2
939,470,P1,7.8
940,470,P2,9.1
941,471,P1,3.3
942,471,P2,6.7
943,472,P1,9.8
944,472,P2,5.0
945,473,P1,6.6
946,473,P2,7.2
947,474,P1,5.7
948,474,P2,5.6
949,475,P1,3.4
950,475,P2,3.9
951,476,P1,7.4
952,476,P2,6.5
953,477,P1,8.5
954,477,P2,7.1
955,478,P1,8.7
956,478,P2,3.4
957,479,P1,4.9
958,479,P2,8.3
959,480,P1,5.2
960,480,P2,3.0
961,481,P1,8.9
962,481,P2,3.6
963,482,P1,10.0
964,482,P2,4.2
965,483,P1,7.7
966,483,P2,8.5
967,484,P1,7.7
968,484,P2,3.1
969,485,P1,5.2
970,485,P2,9.9
971,486,P1,3.1
972,486,P2,6.0
973,487,P1,5.9
974,487,P2,4.4
975,488,P1,7.1
976,488,P2,3.6
977,489,P1,4.2
978,489,P2,3.7
979,490,P1,8.7
980,490,P2,9.6
981,491,P1,4.2
982,491,P2,5.9
983,492,P1,9.8
984,492,P2,8.0
985,493,P1,6.7
986,493,P2,3.3
987,494,P1,3.5
988,494,P2,8.8
989,495,P1,9.4
990,495,P2,7.3
991,496,P1,6.1
992,496,P2,9.5
993,497,P1,6.0
994,497,P2,7.3
995,498,P1,4.0
996,498,P2,6.8
997,499,P1,8.2
998,499,P2,4.2
999,500,P1,6.0
1000,500,P2,8.8
1001,501,P1,8.0
1002,501,P2,9.5
1003,502,P1,9.6
1004,502,P2,8.6
1005,503,P1,3.6
1006,503,P2,8.8
1007,504,P1,9.9
1008,504,P2,4.9
1009,505,P1,5.1
1010,505,P2,7.6
1011,506,P1,4.1
1012,506,P2,6.5
1013,507,P1,3.9
1014,507,P2,7.7
1015,508,P1,4.5
1016,508,P2,6.9
1017,509,P1,9.8
1018,509,P2,6.2
1019,510,P1,9.4
1020,510,P2,7.4
1021,511,P1,4.7
1022,511,P2,3.8
1023,512,P1,6.5
1024,512,P2,3.4
1025,513,P1,8.4
1026,513,P2,7.5
1027,514,P1,4.6
1028,514,P2,7.8
1029,515,P1,3.7
1030,515,P2,9.5
1031,516,P1,4.4
1032,516,P2,7.6
1033,517,P1,5.1
1034,517,P2,4.1
1035,518,P1,4.1
1036,518,P2,6.3
1037,519,P1,3.1
1038,519,P2,4.5
1039,520,P1,4.7
1040,520,P2,5.9
1041,521,P1,6.9
1042,521,P2,9.6
1043,522,P1,3.6
1044,522,P2,3.4
1045,523,P1,3.5
1046,523,P2,4.0
1047,524,P1,5.3
1048,524,P2,4.8
1049,525,P1,6.1
1050,525,P2,8.6
1051,526,P1,5.9
1052,526,P2,7.6
1053,527,P1,9.8
1054,527,P2,7.4
1055,528,P1,4.0
1056,528,P2,9.3
1057,529,P1,8.9
1058,529,P2,5.8
1059,530,P1,6.7
1060,530,P2,4.2
1061,531,P1,7.7
1062,531,P2,4.2
1063,532,P1,6.0
1064,532,P2,8.1
1065,533,P1,7.2
1066,533,P2,4.8
1067,534,P1,6.7
1068,534,P2,4.2
1069,535,P1,4.5
1070,535,P2,9.8
1071,536,P1,9.0
1072,536,P2,9.6
1073,537,P1,9.5
1074,537,P2,9.7
1075,538,P1,6.1
1076,538,P2,9.9
1077,539,P1,6.8
1078,539,P2,9.8
1079,540,P1,3.2
1080,540,P2,8.2
1081,541,P1,9.8
1082,541,P2,3.3
1083,542,P1,3.1
1084,542,P2,7.1
1085,543,P1,7.7
1086,543,P2,7.8
1087,544,P1,7.5
1088,544,P2,7.9
1089,545,P1,7.1
1090,545,P2,6.1
1091,546,P1,3.3
1092,546,P2,9.7
1093,547,P1,3.1
1094,547,P2,4.4
1095,548,P1,8.5
1096,548,P2,4.8
1097,549,P1,5.6
1098,549,P2,8.9
1099,550,P1,5.5
1100,550,P2,7.3
1101,551,P1,5.6
1102,551,P2,6.9
1103,552,P1,6.8
1104,552,P2,7.1
1105,553,P1,6.2
1106,553,P2,5.4
1107,554,P1,7.9
1108,554,P2,6.2
1109,555,P1,8.0
1110,555,P2,6.1
1111,556,P1,4.4
1112,556,P2,3.6
1113,557,P1,8.0
1114,557,P2,9.8
1115,558,P1,3.1
1116,558,P2,3.6
1117,559,P1,3.1
1118,559,P2,6.5
1119,560,P1,8.5
1120,560,P2,8.5
1121,561,P1,8.1
1122,561,P2,4.1
1123,562,P1,9.6
1124,562,P2,4.3
1125,563,P1,5.6
1126,563,P2,5.5
1127,564,P1,7.3
1128,564,P2,3.8
1129,565,P1,4.3
1130,565,P2,6.5
1131,566,P1,3.5
1132,566,P2,7.5
1133,567,P1,9.0
1134,567,P2,9.9
1135,568,P1,4.7
1136,568,P2,9.0
1137,569,P1,7.9
1138,569,P2,6.4
1139,570,P1,9.8
1140,570,P2,5.9
1141,571,P1,3.4
1142,571,P2,6.0
1143,572,P1,5.8
1144,572,P2,6.0
1145,573,P1,5.5
1146,573,P2,7.2
1147,574,P1,7.8
1148,574,P2,6.3
1149,575,P1,8.4
1150,575,P2,7.2
1151,576,P1,8.7
1152,576,P2,4.6
1153,577,P1,8.3
1154,577,P2,9.2
1155,578,P1,9.0
1156,578,P2,8.2
1157,579,P1,4.2
1158,579,P2,8.1
1159,580,P1,5.4
1160,580,P2,5.5
1161,581,P1,7.3
1162,581,P2,6.4
1163,582,P1,4.1
1164,582,P2,5.3
1165,583,P1,6.7
1166,583,P2,10.0
1167,584,P1,5.7
1168,584,P2,9.9
1169,585,P1,8.3
1170,585,P2,9.2
1171,586,P1,5.1
1172,586,P2,6.8
1173,587,P1,4.9
1174,587,P2,5.6
1175,588,P1,8.1
1176,588,P2,9.6
1177,589,P1,7.6
1178,589,P2,5.1
1179,590,P1,6.0
1180,590,P2,9.5
1181,591,P1,6.2
1182,591,P2,7.4
1183,592,P1,5.3
1184,592,P2,7.9
1185,593,P1,9.9
1186,593,P2,8.6
1187,594,P1,8.4
1188,594,P2,9.5
1189,595,P1,8.2
1190,595,P2,4.7
1191,596,P1,9.6
1192,596,P2,9.3
1193,597,P1,9.1
1194,597,P2,3.9
1195,598,P1,5.3
1196,598,P2,3.9
1197,599,P1,6.9
1198,599,P2,8.9
1199,600,P1,9.0
1200,600,P2,7.6
1201,601,P1,3.7
1202,601,P2,3.5
1203,602,P1,8.8
1204,602,P2,5.2
1205,603,P1,9.6
1206,603,P2,8.7
1207,604,P1,4.9
1208,604,P2,8.1
1209,605,P1,7.9
1210,605,P2,9.0
1211,606,P1,5.3
1212,606,P2,9.5
1213,607,P1,9.4
1214,607,P2,5.3
1215,608,P1,3.8
1216,608,P2,3.3
1217,609,P1,3.5
1218,609,P2,8.6
1219,610,P1,8.5
1220,610,P2,4.9
1221,611,P1,5.8
1222,611,P2,5.4
1223,612,P1,3.3
1224,612,P2,7.9
1225,613,P1,7.6
1226,613,P2,9.4
1227,614,P1,9.4
1228,614,P2,5.3
1229,615,P1,9.7
1230,615,P2,7.0
1231,616,P1,9.2
1232,616,P2,8.9
1233,617,P1,4.2
1234,617,P2,9.0
1235,618,P1,9.7
1236,618,P2,3.6
1237,619,P1,9.3
1238,619,P2,7.6
1239,620,P1,7.1
1240,620,P2,3.3
1241,621,P1,5.3
1242,621,P2,8.8
1243,622,P1,7.3
1244,622,P2,5.0
1245,623,P1,8.7
